img DB 6, 6, 6, 6, 6, 6, 42, 16, 6, 6, 6, 6, 6, 6, 6, 16, 6, 6, 6, 6, 6, 6, 6, 6, 16, 6, 16, 6, 16, 42, 16, 6, 16, 6, 16, 6, 16, 6, 16, 6
 DB 16, 6, 16, 6, 16, 6, 6, 6, 6, 6, 42, 42, 16, 16, 6, 6, 6, 6, 6, 6, 6, 16, 6, 6, 6, 6, 6, 6, 6, 6, 16, 6, 16, 42, 16, 42, 16, 6, 16, 6
 DB 16, 6, 16, 6, 16, 6, 16, 6, 16, 6, 16, 6, 6, 6, 42, 42, 16, 42, 16, 16, 16, 42, 16, 42, 16, 42, 16, 16, 16, 42, 16, 42, 16, 42, 16, 6, 16, 42, 16, 42
 DB 16, 42, 16, 42, 16, 42, 16, 42, 16, 42, 16, 42, 16, 42, 16, 42, 16, 42, 42, 42, 16, 42, 16, 42, 16, 16, 16, 42, 16, 42, 16, 42, 16, 16, 16, 42, 16, 42, 16, 42
 DB 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16
 DB 16, 16, 16, 16, 16, 16, 16, 6, 16, 6, 16, 42, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 16, 42, 16, 16, 16, 16
 DB 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 16, 6, 16, 42, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6
 DB 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 16, 6, 16, 42, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16
 DB 16, 16, 6, 6, 6, 6, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16
 DB 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 16, 6, 16, 42, 16, 42, 16, 16
 DB 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 16, 6
 DB 16, 42, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16
 DB 16, 16, 16, 6, 16, 6, 16, 42, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6, 6, 6, 16, 42, 16, 16, 16, 16, 16, 16, 16, 16
 DB 16, 16, 16, 16, 16, 16, 16, 16, 16
